# geoip6.tsv  start 	 end 	 country (/前缀 20 聚合)
2a023000000000000000000000000000	2a023fffffffffffffffffffffffffff	Germany
2a024000000000000000000000000000	2a024fffffffffffffffffffffffffff	Czechia
2a025000000000000000000000000000	2a025fffffffffffffffffffffffffff	France
2a026000000000000000000000000000	2a026fffffffffffffffffffffffffff	Italy
2a027000000000000000000000000000	2a027fffffffffffffffffffffffffff	Slovenia
2a028000000000000000000000000000	2a028fffffffffffffffffffffffffff	Germany
2a029000000000000000000000000000	2a029fffffffffffffffffffffffffff	Spain
2a02a000000000000000000000000000	2a02afffffffffffffffffffffffffff	Belgium
2a02b000000000000000000000000000	2a02bfffffffffffffffffffffffffff	Italy
2a02c000000000000000000000000000	2a02cfffffffffffffffffffffffffff	Hungary
2a02d000000000000000000000000000	2a02dfffffffffffffffffffffffffff	Switzerland
2a02e000000000000000000000000000	2a02efffffffffffffffffffffffffff	France
2a02f000000000000000000000000000	2a02ffffffffffffffffffffffffffff	Czechia
2a030000000000000000000000000000	2a030fffffffffffffffffffffffffff	Portugal
2a031000000000000000000000000000	2a031fffffffffffffffffffffffffff	Austria
2a032000000000000000000000000000	2a032fffffffffffffffffffffffffff	United Kingdom
2a033000000000000000000000000000	2a033fffffffffffffffffffffffffff	Belarus
2a034000000000000000000000000000	2a034fffffffffffffffffffffffffff	Germany
2a035000000000000000000000000000	2a035fffffffffffffffffffffffffff	Germany
2a036000000000000000000000000000	2a036fffffffffffffffffffffffffff	Netherlands
2a037000000000000000000000000000	2a037fffffffffffffffffffffffffff	Netherlands
2a038000000000000000000000000000	2a038fffffffffffffffffffffffffff	Italy
2a039000000000000000000000000000	2a039fffffffffffffffffffffffffff	Russia
2a03a000000000000000000000000000	2a03afffffffffffffffffffffffffff	United Kingdom
2a03b000000000000000000000000000	2a03bfffffffffffffffffffffffffff	Sweden
2a03c000000000000000000000000000	2a03cfffffffffffffffffffffffffff	Norway
2a03d000000000000000000000000000	2a03dfffffffffffffffffffffffffff	Russia
2a03e000000000000000000000000000	2a03efffffffffffffffffffffffffff	United Kingdom
2a03f000000000000000000000000000	2a03ffffffffffffffffffffffffffff	Greece
2a040000000000000000000000000000	2a040fffffffffffffffffffffffffff	Germany
2a041000000000000000000000000000	2a041fffffffffffffffffffffffffff	Norway
2a042000000000000000000000000000	2a042fffffffffffffffffffffffffff	France
2a043000000000000000000000000000	2a043fffffffffffffffffffffffffff	Austria
2a044000000000000000000000000000	2a044fffffffffffffffffffffffffff	Poland
2a045000000000000000000000000000	2a045fffffffffffffffffffffffffff	Italy
2a046000000000000000000000000000	2a046fffffffffffffffffffffffffff	Russia
2a047000000000000000000000000000	2a047fffffffffffffffffffffffffff	Finland
2a048000000000000000000000000000	2a048fffffffffffffffffffffffffff	Ukraine
2a049000000000000000000000000000	2a049fffffffffffffffffffffffffff	Spain
2a04a000000000000000000000000000	2a04afffffffffffffffffffffffffff	Netherlands
2a04b000000000000000000000000000	2a04bfffffffffffffffffffffffffff	Spain
2a04c000000000000000000000000000	2a04cfffffffffffffffffffffffffff	United Kingdom
2a04d000000000000000000000000000	2a04dfffffffffffffffffffffffffff	Netherlands
2a04e000000000000000000000000000	2a04efffffffffffffffffffffffffff	United Kingdom
2a04f000000000000000000000000000	2a04ffffffffffffffffffffffffffff	Switzerland
2a050000000000000000000000000000	2a050fffffffffffffffffffffffffff	Belgium
2a051000000000000000000000000000	2a051fffffffffffffffffffffffffff	France
2a052000000000000000000000000000	2a052fffffffffffffffffffffffffff	Sweden
2a053000000000000000000000000000	2a053fffffffffffffffffffffffffff	Türkiye
2a054000000000000000000000000000	2a054fffffffffffffffffffffffffff	Bulgaria
2a055000000000000000000000000000	2a055fffffffffffffffffffffffffff	France
2a056000000000000000000000000000	2a056fffffffffffffffffffffffffff	Georgia
2a057000000000000000000000000000	2a057fffffffffffffffffffffffffff	Switzerland
2a058000000000000000000000000000	2a058fffffffffffffffffffffffffff	Italy
2a059000000000000000000000000000	2a059fffffffffffffffffffffffffff	Saudi Arabia
2a05a000000000000000000000000000	2a05afffffffffffffffffffffffffff	Russia
2a05b000000000000000000000000000	2a05bfffffffffffffffffffffffffff	Netherlands
2a05c000000000000000000000000000	2a05cfffffffffffffffffffffffffff	Hungary
2a05d000000000000000000000000000	2a05dfffffffffffffffffffffffffff	United States
2a05e000000000000000000000000000	2a05efffffffffffffffffffffffffff	Denmark
2a05f000000000000000000000000000	2a05ffffffffffffffffffffffffffff	Türkiye
2a060000000000000000000000000000	2a060fffffffffffffffffffffffffff	Italy
2a061000000000000000000000000000	2a061fffffffffffffffffffffffffff	Sweden
2a062000000000000000000000000000	2a062fffffffffffffffffffffffffff	Portugal
2a063000000000000000000000000000	2a063fffffffffffffffffffffffffff	United Kingdom
2a064000000000000000000000000000	2a064fffffffffffffffffffffffffff	Denmark
2a065000000000000000000000000000	2a065fffffffffffffffffffffffffff	India
2a066000000000000000000000000000	2a066fffffffffffffffffffffffffff	Germany
2a067000000000000000000000000000	2a067fffffffffffffffffffffffffff	Germany
2a068000000000000000000000000000	2a068fffffffffffffffffffffffffff	Netherlands
2a069000000000000000000000000000	2a069fffffffffffffffffffffffffff	Ukraine
2a06a000000000000000000000000000	2a06afffffffffffffffffffffffffff	Germany
2a06b000000000000000000000000000	2a06bfffffffffffffffffffffffffff	Switzerland
2a06c000000000000000000000000000	2a06cfffffffffffffffffffffffffff	Russia
2a06d000000000000000000000000000	2a06dfffffffffffffffffffffffffff	Ukraine
2a06e000000000000000000000000000	2a06efffffffffffffffffffffffffff	United States
2a06f000000000000000000000000000	2a06ffffffffffffffffffffffffffff	Slovakia
2a070000000000000000000000000000	2a070fffffffffffffffffffffffffff	United Kingdom
2a071000000000000000000000000000	2a071fffffffffffffffffffffffffff	Russia
2a072000000000000000000000000000	2a072fffffffffffffffffffffffffff	Iraq
2a073000000000000000000000000000	2a073fffffffffffffffffffffffffff	Spain
2a074000000000000000000000000000	2a074fffffffffffffffffffffffffff	Norway
2a075000000000000000000000000000	2a075fffffffffffffffffffffffffff	Netherlands
2a076000000000000000000000000000	2a076fffffffffffffffffffffffffff	Sweden
2a077000000000000000000000000000	2a077fffffffffffffffffffffffffff	Türkiye
2a078000000000000000000000000000	2a078fffffffffffffffffffffffffff	France
2a079000000000000000000000000000	2a079fffffffffffffffffffffffffff	Estonia
2a07a000000000000000000000000000	2a07afffffffffffffffffffffffffff	Belgium
2a07b000000000000000000000000000	2a07bfffffffffffffffffffffffffff	United States
2a07c000000000000000000000000000	2a07cfffffffffffffffffffffffffff	Czechia
2a07d000000000000000000000000000	2a07dfffffffffffffffffffffffffff	Spain
2a07e000000000000000000000000000	2a07efffffffffffffffffffffffffff	Sweden
2a07f000000000000000000000000000	2a07ffffffffffffffffffffffffffff	Germany
2a080000000000000000000000000000	2a080fffffffffffffffffffffffffff	United Kingdom
2a082000000000000000000000000000	2a082fffffffffffffffffffffffffff	Netherlands
2a090000000000000000000000000000	2a090fffffffffffffffffffffffffff	Germany
2a091000000000000000000000000000	2a091fffffffffffffffffffffffffff	Germany
2a092000000000000000000000000000	2a092fffffffffffffffffffffffffff	United Arab Emirates
2a093000000000000000000000000000	2a093fffffffffffffffffffffffffff	Sweden
2a094000000000000000000000000000	2a094fffffffffffffffffffffffffff	Cyprus
2a095000000000000000000000000000	2a095fffffffffffffffffffffffffff	Spain
2a096000000000000000000000000000	2a096fffffffffffffffffffffffffff	Sweden
2a097000000000000000000000000000	2a097fffffffffffffffffffffffffff	Norway
2a098000000000000000000000000000	2a098fffffffffffffffffffffffffff	United Kingdom
2a099000000000000000000000000000	2a099fffffffffffffffffffffffffff	Poland
2a09a000000000000000000000000000	2a09afffffffffffffffffffffffffff	Netherlands
2a09b000000000000000000000000000	2a09bfffffffffffffffffffffffffff	Czechia
2a09c000000000000000000000000000	2a09cfffffffffffffffffffffffffff	United Kingdom
2a09d000000000000000000000000000	2a09dfffffffffffffffffffffffffff	Russia
2a09e000000000000000000000000000	2a09efffffffffffffffffffffffffff	United Arab Emirates
2a09f000000000000000000000000000	2a09ffffffffffffffffffffffffffff	United States
2a0a0000000000000000000000000000	2a0a0fffffffffffffffffffffffffff	Italy
2a0a1000000000000000000000000000	2a0a1fffffffffffffffffffffffffff	Sweden
2a0a2000000000000000000000000000	2a0a2fffffffffffffffffffffffffff	Finland
2a0a3000000000000000000000000000	2a0a3fffffffffffffffffffffffffff	Spain
2a0a4000000000000000000000000000	2a0a4fffffffffffffffffffffffffff	Hungary
2a0a5000000000000000000000000000	2a0a5fffffffffffffffffffffffffff	Georgia
2a0a6000000000000000000000000000	2a0a6fffffffffffffffffffffffffff	Moldova
2a0a7000000000000000000000000000	2a0a7fffffffffffffffffffffffffff	Netherlands
2a0a8000000000000000000000000000	2a0a8fffffffffffffffffffffffffff	Netherlands
2a0a9000000000000000000000000000	2a0a9fffffffffffffffffffffffffff	Portugal
2a0aa000000000000000000000000000	2a0aafffffffffffffffffffffffffff	United Kingdom
2a0ab000000000000000000000000000	2a0abfffffffffffffffffffffffffff	Germany
2a0ac000000000000000000000000000	2a0acfffffffffffffffffffffffffff	Spain
2a0ad000000000000000000000000000	2a0adfffffffffffffffffffffffffff	Switzerland
2a0ae000000000000000000000000000	2a0aefffffffffffffffffffffffffff	United States
2a0af000000000000000000000000000	2a0affffffffffffffffffffffffffff	Germany
2a0b0000000000000000000000000000	2a0b0fffffffffffffffffffffffffff	Czechia
2a0b1000000000000000000000000000	2a0b1fffffffffffffffffffffffffff	Ukraine
2a0b2000000000000000000000000000	2a0b2fffffffffffffffffffffffffff	Netherlands
2a0b3000000000000000000000000000	2a0b3fffffffffffffffffffffffffff	Iran
2a0b4000000000000000000000000000	2a0b4fffffffffffffffffffffffffff	Slovakia
2a0b5000000000000000000000000000	2a0b5fffffffffffffffffffffffffff	Romania
2a0b6000000000000000000000000000	2a0b6fffffffffffffffffffffffffff	Türkiye
2a0b7000000000000000000000000000	2a0b7fffffffffffffffffffffffffff	Germany
2a0b8000000000000000000000000000	2a0b8fffffffffffffffffffffffffff	Monaco
2a0b9000000000000000000000000000	2a0b9fffffffffffffffffffffffffff	Russia
2a0ba000000000000000000000000000	2a0bafffffffffffffffffffffffffff	France
2a0bb000000000000000000000000000	2a0bbfffffffffffffffffffffffffff	Germany
2a0bc000000000000000000000000000	2a0bcfffffffffffffffffffffffffff	Germany
2a0bd000000000000000000000000000	2a0bdfffffffffffffffffffffffffff	United States
2a0be000000000000000000000000000	2a0befffffffffffffffffffffffffff	Spain
2a0bf000000000000000000000000000	2a0bffffffffffffffffffffffffffff	United States
2a0c0000000000000000000000000000	2a0c0fffffffffffffffffffffffffff	Norway
2a0c1000000000000000000000000000	2a0c1fffffffffffffffffffffffffff	Belgium
2a0c2000000000000000000000000000	2a0c2fffffffffffffffffffffffffff	Germany
2a0c3000000000000000000000000000	2a0c3fffffffffffffffffffffffffff	Germany
2a0c4000000000000000000000000000	2a0c4fffffffffffffffffffffffffff	Iran
2a0c5000000000000000000000000000	2a0c5fffffffffffffffffffffffffff	France
2a0c6000000000000000000000000000	2a0c6fffffffffffffffffffffffffff	Bulgaria
2a0c7000000000000000000000000000	2a0c7fffffffffffffffffffffffffff	Iceland
2a0c8000000000000000000000000000	2a0c8fffffffffffffffffffffffffff	Italy
2a0c9000000000000000000000000000	2a0c9fffffffffffffffffffffffffff	Spain
2a0ca000000000000000000000000000	2a0cafffffffffffffffffffffffffff	France
2a0cb000000000000000000000000000	2a0cbfffffffffffffffffffffffffff	Austria
2a0cc000000000000000000000000000	2a0ccfffffffffffffffffffffffffff	Russia
2a0cd000000000000000000000000000	2a0cdfffffffffffffffffffffffffff	Switzerland
2a0ce000000000000000000000000000	2a0cefffffffffffffffffffffffffff	Germany
2a0cf000000000000000000000000000	2a0cffffffffffffffffffffffffffff	United Kingdom
2a0d0000000000000000000000000000	2a0d0fffffffffffffffffffffffffff	Spain
2a0d1000000000000000000000000000	2a0d1fffffffffffffffffffffffffff	Iraq
2a0d2000000000000000000000000000	2a0d2fffffffffffffffffffffffffff	France
2a0d3000000000000000000000000000	2a0d3fffffffffffffffffffffffffff	United Kingdom
2a0d4000000000000000000000000000	2a0d4fffffffffffffffffffffffffff	United Kingdom
2a0d5000000000000000000000000000	2a0d5fffffffffffffffffffffffffff	Lithuania
2a0d6000000000000000000000000000	2a0d6fffffffffffffffffffffffffff	France
2a0d7000000000000000000000000000	2a0d7fffffffffffffffffffffffffff	Israel
2a0d8000000000000000000000000000	2a0d8fffffffffffffffffffffffffff	Ireland
2a0d9000000000000000000000000000	2a0d9fffffffffffffffffffffffffff	Russia
2a0da000000000000000000000000000	2a0dafffffffffffffffffffffffffff	Türkiye
2a0db000000000000000000000000000	2a0dbfffffffffffffffffffffffffff	Italy
2a0dc000000000000000000000000000	2a0dcfffffffffffffffffffffffffff	Czechia
2a0dd000000000000000000000000000	2a0ddfffffffffffffffffffffffffff	Cyprus
2a0de000000000000000000000000000	2a0defffffffffffffffffffffffffff	Cyprus
2a0df000000000000000000000000000	2a0dffffffffffffffffffffffffffff	France
2a0e0000000000000000000000000000	2a0e0fffffffffffffffffffffffffff	Iran
2a0e1000000000000000000000000000	2a0e1fffffffffffffffffffffffffff	Italy
2a0e2000000000000000000000000000	2a0e2fffffffffffffffffffffffffff	Russia
2a0e3000000000000000000000000000	2a0e3fffffffffffffffffffffffffff	France
2a0e4000000000000000000000000000	2a0e4fffffffffffffffffffffffffff	United Kingdom
2a0e5000000000000000000000000000	2a0e5fffffffffffffffffffffffffff	Poland
2a0e6000000000000000000000000000	2a0e6fffffffffffffffffffffffffff	Italy
2a0e7000000000000000000000000000	2a0e7fffffffffffffffffffffffffff	Russia
2a0e8000000000000000000000000000	2a0e8fffffffffffffffffffffffffff	Spain
2a0e9000000000000000000000000000	2a0e9fffffffffffffffffffffffffff	Germany
2a0ea000000000000000000000000000	2a0eafffffffffffffffffffffffffff	Poland
2a0eb000000000000000000000000000	2a0ebfffffffffffffffffffffffffff	Moldova
2a0ec000000000000000000000000000	2a0ecfffffffffffffffffffffffffff	Sweden
2a0ed000000000000000000000000000	2a0edfffffffffffffffffffffffffff	United Kingdom
2a0ee000000000000000000000000000	2a0eefffffffffffffffffffffffffff	Italy
2a0ef000000000000000000000000000	2a0effffffffffffffffffffffffffff	United Kingdom
2a0f0000000000000000000000000000	2a0f0fffffffffffffffffffffffffff	Russia
2a0f1000000000000000000000000000	2a0f1fffffffffffffffffffffffffff	Germany
2a0f2000000000000000000000000000	2a0f2fffffffffffffffffffffffffff	Cyprus
2a0f3000000000000000000000000000	2a0f3fffffffffffffffffffffffffff	Germany
2a0f4000000000000000000000000000	2a0f4fffffffffffffffffffffffffff	Poland
2a0f5000000000000000000000000000	2a0f5fffffffffffffffffffffffffff	Russia
2a0f6000000000000000000000000000	2a0f6fffffffffffffffffffffffffff	Poland
2a0f7000000000000000000000000000	2a0f7fffffffffffffffffffffffffff	Russia
2a0f8000000000000000000000000000	2a0f8fffffffffffffffffffffffffff	Austria
2a0f9000000000000000000000000000	2a0f9fffffffffffffffffffffffffff	Ireland
2a0fa000000000000000000000000000	2a0fafffffffffffffffffffffffffff	Italy
2a0fb000000000000000000000000000	2a0fbfffffffffffffffffffffffffff	Spain
2a0fc000000000000000000000000000	2a0fcfffffffffffffffffffffffffff	Iran
2a0fd000000000000000000000000000	2a0fdfffffffffffffffffffffffffff	Russia
2a0fe000000000000000000000000000	2a0fefffffffffffffffffffffffffff	Germany
2a0ff000000000000000000000000000	2a0fffffffffffffffffffffffffffff	Russia
2a100000000000000000000000000000	2a100fffffffffffffffffffffffffff	Türkiye
2a101000000000000000000000000000	2a101fffffffffffffffffffffffffff	Austria
2a102000000000000000000000000000	2a102fffffffffffffffffffffffffff	Latvia
2a103000000000000000000000000000	2a103fffffffffffffffffffffffffff	Germany
2a104000000000000000000000000000	2a104fffffffffffffffffffffffffff	Germany
2a105000000000000000000000000000	2a105fffffffffffffffffffffffffff	Portugal
2a106000000000000000000000000000	2a106fffffffffffffffffffffffffff	Finland
2a107000000000000000000000000000	2a107fffffffffffffffffffffffffff	Netherlands
2a108000000000000000000000000000	2a108fffffffffffffffffffffffffff	Israel
2a109000000000000000000000000000	2a109fffffffffffffffffffffffffff	Switzerland
2a10a000000000000000000000000000	2a10afffffffffffffffffffffffffff	United States
2a10b000000000000000000000000000	2a10bfffffffffffffffffffffffffff	Estonia
2a10c000000000000000000000000000	2a10cfffffffffffffffffffffffffff	Switzerland
2a10d000000000000000000000000000	2a10dfffffffffffffffffffffffffff	Greece
2a10e000000000000000000000000000	2a10efffffffffffffffffffffffffff	Germany
2a10f000000000000000000000000000	2a10ffffffffffffffffffffffffffff	Germany
2a110000000000000000000000000000	2a110fffffffffffffffffffffffffff	Poland
2a111000000000000000000000000000	2a111fffffffffffffffffffffffffff	Netherlands
2a112000000000000000000000000000	2a112fffffffffffffffffffffffffff	Netherlands
2a113000000000000000000000000000	2a113fffffffffffffffffffffffffff	France
2a114000000000000000000000000000	2a114fffffffffffffffffffffffffff	Russia
2a115000000000000000000000000000	2a115fffffffffffffffffffffffffff	Belgium
2a116000000000000000000000000000	2a116fffffffffffffffffffffffffff	Netherlands
2a117000000000000000000000000000	2a117fffffffffffffffffffffffffff	Greece
2a118000000000000000000000000000	2a118fffffffffffffffffffffffffff	Belgium
2a119000000000000000000000000000	2a119fffffffffffffffffffffffffff	Estonia
2a11a000000000000000000000000000	2a11afffffffffffffffffffffffffff	Poland
2a11b000000000000000000000000000	2a11bfffffffffffffffffffffffffff	United States
2a11c000000000000000000000000000	2a11cfffffffffffffffffffffffffff	Netherlands
2a11d000000000000000000000000000	2a11dfffffffffffffffffffffffffff	United Kingdom
2a11e000000000000000000000000000	2a11efffffffffffffffffffffffffff	Russia
2a11f000000000000000000000000000	2a11ffffffffffffffffffffffffffff	Netherlands
2a120000000000000000000000000000	2a120fffffffffffffffffffffffffff	United Kingdom
2a121000000000000000000000000000	2a121fffffffffffffffffffffffffff	Russia
2a122000000000000000000000000000	2a122fffffffffffffffffffffffffff	Moldova
2a123000000000000000000000000000	2a123fffffffffffffffffffffffffff	Netherlands
2a124000000000000000000000000000	2a124fffffffffffffffffffffffffff	United States
2a125000000000000000000000000000	2a125fffffffffffffffffffffffffff	Netherlands
2a126000000000000000000000000000	2a126fffffffffffffffffffffffffff	United States
2a127000000000000000000000000000	2a127fffffffffffffffffffffffffff	Luxembourg
2a128000000000000000000000000000	2a128fffffffffffffffffffffffffff	Türkiye
2a129000000000000000000000000000	2a129fffffffffffffffffffffffffff	Latvia
2a12a000000000000000000000000000	2a12afffffffffffffffffffffffffff	Russia
2a12b000000000000000000000000000	2a12bfffffffffffffffffffffffffff	United States
2a12c000000000000000000000000000	2a12cfffffffffffffffffffffffffff	United States
2a12d000000000000000000000000000	2a12dfffffffffffffffffffffffffff	Poland
2a12e000000000000000000000000000	2a12efffffffffffffffffffffffffff	Ukraine
2a12f000000000000000000000000000	2a12ffffffffffffffffffffffffffff	United States
2a130000000000000000000000000000	2a130fffffffffffffffffffffffffff	Denmark
2a131000000000000000000000000000	2a131fffffffffffffffffffffffffff	Germany
2a132000000000000000000000000000	2a132fffffffffffffffffffffffffff	United Kingdom
2a133000000000000000000000000000	2a133fffffffffffffffffffffffffff	Spain
2a134000000000000000000000000000	2a134fffffffffffffffffffffffffff	Türkiye
2a135000000000000000000000000000	2a135fffffffffffffffffffffffffff	Spain
2a136000000000000000000000000000	2a136fffffffffffffffffffffffffff	Latvia
2a137000000000000000000000000000	2a137fffffffffffffffffffffffffff	Spain
2a138000000000000000000000000000	2a138fffffffffffffffffffffffffff	France
2a139000000000000000000000000000	2a139fffffffffffffffffffffffffff	Switzerland
2a13a000000000000000000000000000	2a13afffffffffffffffffffffffffff	Germany
2a13b000000000000000000000000000	2a13bfffffffffffffffffffffffffff	Ukraine
2a13c000000000000000000000000000	2a13cfffffffffffffffffffffffffff	中国
2a13d000000000000000000000000000	2a13dfffffffffffffffffffffffffff	Iraq
2a13e000000000000000000000000000	2a13efffffffffffffffffffffffffff	Germany
2a13f000000000000000000000000000	2a13ffffffffffffffffffffffffffff	Germany
2a140000000000000000000000000000	2a140fffffffffffffffffffffffffff	Germany
2a141000000000000000000000000000	2a141fffffffffffffffffffffffffff	United Arab Emirates
2a142000000000000000000000000000	2a142fffffffffffffffffffffffffff	Ukraine
2a143000000000000000000000000000	2a143fffffffffffffffffffffffffff	United States
2a144000000000000000000000000000	2a144fffffffffffffffffffffffffff	Germany
2a145000000000000000000000000000	2a145fffffffffffffffffffffffffff	Türkiye
2a146000000000000000000000000000	2a146fffffffffffffffffffffffffff	Russia
2a147000000000000000000000000000	2a147fffffffffffffffffffffffffff	Hungary
2a148000000000000000000000000000	2a148fffffffffffffffffffffffffff	Switzerland
2a149000000000000000000000000000	2a149fffffffffffffffffffffffffff	France
2a14a000000000000000000000000000	2a14afffffffffffffffffffffffffff	中国
2a14b000000000000000000000000000	2a14bfffffffffffffffffffffffffff	United Kingdom
2a14c000000000000000000000000000	2a14cfffffffffffffffffffffffffff	Saudi Arabia
2a14d000000000000000000000000000	2a14dfffffffffffffffffffffffffff	Germany
2a14e000000000000000000000000000	2a14efffffffffffffffffffffffffff	France
2a14f000000000000000000000000000	2a14ffffffffffffffffffffffffffff	Bulgaria
2c000000000000000000000000000000	2c000fffffffffffffffffffffffffff	Mauritius
2c0e0000000000000000000000000000	2c0e0fffffffffffffffffffffffffff	Egypt
2c0e1000000000000000000000000000	2c0e1fffffffffffffffffffffffffff	Mauritius
2c0e2000000000000000000000000000	2c0e2fffffffffffffffffffffffffff	South Africa
2c0e3000000000000000000000000000	2c0e3fffffffffffffffffffffffffff	Mauritius
2c0e4000000000000000000000000000	2c0e4fffffffffffffffffffffffffff	South Africa
2c0e6000000000000000000000000000	2c0e6fffffffffffffffffffffffffff	Morocco
2c0e7000000000000000000000000000	2c0e7fffffffffffffffffffffffffff	South Africa
2c0e8000000000000000000000000000	2c0e8fffffffffffffffffffffffffff	South Africa
2c0f0000000000000000000000000000	2c0f0fffffffffffffffffffffffffff	South Africa
2c0f1000000000000000000000000000	2c0f1fffffffffffffffffffffffffff	South Africa
2c0f2000000000000000000000000000	2c0f2fffffffffffffffffffffffffff	South Africa
2c0f3000000000000000000000000000	2c0f3fffffffffffffffffffffffffff	Sierra Leone
2c0f4000000000000000000000000000	2c0f4fffffffffffffffffffffffffff	South Africa
2c0f5000000000000000000000000000	2c0f5fffffffffffffffffffffffffff	South Africa
2c0f6000000000000000000000000000	2c0f6fffffffffffffffffffffffffff	South Africa
2c0f7000000000000000000000000000	2c0f7fffffffffffffffffffffffffff	Nigeria
2c0fe000000000000000000000000000	2c0fefffffffffffffffffffffffffff	Côte d'Ivoire
2c0ff000000000000000000000000000	2c0fffffffffffffffffffffffffffff	Algeria
